"AK","AL","AR","AZ","CA","CO","CT","FL","GA","IL","IN","KS","KY","MA","MD","ME","MI","MN","MO","MS","NC","NH","NJ","NM","NV","NY","OH","OK","OR","PA","SC","TN","TX","UT","VA","VT","WA","WI","WV"
1,0.120805947196581,0.189243268302123,0.116311199845931,0.0652050663696626,0.0100578099624859,0.191968770849314,0.00187522562665688,0.13306288023485,0.124249479706393,-0.100313972515104,0.15876322406928,0.116945593972463,-0.0291605921759902,-0.0416666666666667,0.699854212223765,-0.0416666666666667,-0.029777199335255,0.147888308320246,0.145029574886215,-0.0378539478580492,-0.0484501583111509,0.142950096043437,-0.031209389196618,-0.0515710623129397,0.196613925875171,0.0682417867048648,0.25273589783918,-0.13983377854206,0.0404972867726763,0.0690696671426748,0.172397276515603,0.105417377395065,-0.0684312749748659,0.104398364230894,-0.0515710623129397,-0.0915984823847406,0.0140193038523011,0.32273608450083
0.120805947196581,1,0.391882036429824,0.272497568738037,0.274376114970837,0.533737321258587,0.477557068204932,0.440823694390521,0.442746276606528,0.163497870474117,0.387363808618238,0.450416138994157,0.536103338914425,-0.0463883731189995,-0.0930098885495799,0.103251540168096,0.200986885601391,0.218027298466244,0.379615325298642,0.523346041019793,0.340424113307389,-0.0304566686085176,0.451546848468236,0.18791341561913,-0.10409214040588,0.493787155375585,0.394081098080125,0.52257074368591,0.452223977607999,0.510840227516277,0.3891623330376,0.452571452065445,0.534384677638529,-0.00208798174377326,0.464847553963875,0.0502817966367389,0.426811741828267,0.403590020216369,0.322769759965063
0.189243268302123,0.391882036429824,1,0.136248935696464,0.243770449669855,0.22914278203713,0.595826398470138,0.321732956401182,0.439841513344638,0.278870029668713,0.244464132113173,0.337063163796021,0.24503199219538,0.0423456246764825,-0.100414795425616,-0.0027029122133925,0.0926905803928764,0.31319484507265,0.516163580838966,0.429997997245291,0.10979320842668,-0.0419148174105483,0.47651383984328,0.357102113173068,-0.00478015169726357,0.505097842332441,0.415138399454215,0.520463174611245,0.470738447442475,0.57607970638452,0.458871732898731,0.432202263311852,0.575416982856652,0.170802085610771,0.331670997849719,-0.00478015169726357,0.249016375660079,0.25469365251168,0.263061918019309
0.116311199845931,0.272497568738037,0.136248935696464,1,0.360897576468098,0.194293614723064,0.170353252364037,0.303879518646544,0.45738646861163,0.155052206942442,0.0959562683908144,0.206309134857299,0.126952768615235,0.0463142955802099,-0.0340912137479453,0.0463142955802099,-0.184493627341822,0.399921501823466,0.0965013360674689,0.259280048314364,0.0202682374339901,0.164395188097497,0.444143037551851,0.46514088236402,-0.0835624145696105,0.326466147335636,0.442590674277555,0.490876114004007,0.309873902254795,0.385052509918701,0.367896396661666,0.533110411230827,0.50384481021848,0.402431714198654,0.400770556619492,-0.207665010465072,0.423576993832477,0.251000260704201,0.314345495699683
0.0652050663696626,0.274376114970837,0.243770449669855,0.360897576468098,1,0.304956377253866,0.461258309321823,0.302261850690196,0.490101957348601,-0.0138886209782596,0.24724901510764,0.170367083999984,0.291461461612805,-0.0456340403571386,0.195615199108988,0.136902121071416,-0.0652050663696626,0.343360921584148,0.420940835963307,0.26882630512646,0.303597109439855,0.0758206989191822,0.317164958882108,0.30932156467616,0.0807046689808617,0.452478497149074,0.374382438095007,0.442348795064527,0.309214749227542,0.483528376881374,0.381730673078596,0.511326365690631,0.433349320190411,0.176553091080845,0.351885163420932,0.0807046689808617,0.235018214617477,0.333474491995573,0.279779592751364
0.0100578099624859,0.533737321258587,0.22914278203713,0.194293614723064,0.304956377253866,1,0.345157794642327,0.40835221438996,0.318171309406456,0.24449050689748,0.317437392646716,0.416767497884021,0.22988499214,0.0290358777554666,0.104349778360791,0.0290358777554666,0.198641746759096,0.205799262566156,0.325650711198683,0.340991210756712,0.555243925576154,0.121338318751532,0.37333961906553,0.238248662138896,0.155088891347813,0.343388014304446,0.3435753398114,0.372967149435761,0.297458162247968,0.402064189281952,0.435095519496205,0.169453959259297,0.486025658217369,0.0848802796803788,0.468235004995957,0.284761877424579,0.284836248155987,0.089678222153975,0.326680206352378
0.191968770849314,0.477557068204932,0.595826398470138,0.170353252364037,0.461258309321823,0.345157794642327,1,0.54662889169148,0.702767326480012,0.137684352533281,0.356086857793961,0.57703192511539,0.412619043163037,-0.0588525006041452,0.000849419340041213,0.119488410317507,0.191968770849314,0.344862559968425,0.716291540529479,0.501528199302138,0.311860437577717,0.0874121611807964,0.611656065379849,0.123641981324178,0.141228795673423,0.711570566908623,0.602705646524337,0.539736298148107,0.394816462800629,0.60842209409825,0.552903644005007,0.607843230855783,0.690068755297024,0.184258967522827,0.349483057825426,0.0536178802432598,0.384561937177291,0.372681149884338,0.369719834562916
0.00187522562665688,0.440823694390521,0.321732956401182,0.303879518646544,0.302261850690196,0.40835221438996,0.54662889169148,1,0.366776999125079,0.264017536082784,0.182279880680942,0.365426187948503,0.14093639816738,-0.0643068431306025,0.142517147625923,0.066931612237974,0.283159069625188,0.281710528838476,0.380391992922188,0.28972791568693,0.251924675788999,0.138462987204515,0.582591738662606,0.230821205456052,0.157052781292465,0.483034444727868,0.426641986529638,0.398331435613796,0.392782585992382,0.416699722614509,0.467102667990842,0.409632722175543,0.50610209304679,0.140421226248372,0.301689167109666,0.273101634464236,0.443927942845457,0.31799607257446,0.215365179998881
0.13306288023485,0.442746276606528,0.439841513344638,0.45738646861163,0.490101957348601,0.318171309406456,0.702767326480011,0.366776999125079,1,0.0632566713083676,0.407406191725341,0.530105510278997,0.202870866029351,0.0323911712079953,0.0173560278567196,0.140361741901313,0.152347355631206,0.47554132434953,0.58566621247701,0.382409370136596,0.180016403542045,0.104271884866541,0.649850231277262,0.221483264899862,0.0731967369400608,0.746721458892441,0.72600520208717,0.585788976287762,0.483140698772577,0.653723059329123,0.715582726903648,0.704576575114274,0.805699541209708,0.434675012080891,0.58414609951903,-0.133663606586198,0.434492159569342,0.446410044256907,0.516243735944825
0.124249479706393,0.163497870474118,0.278870029668713,0.155052206942442,-0.0138886209782596,0.24449050689748,0.137684352533281,0.264017536082784,0.0632566713083676,1,0.152238355041457,0.323671497584541,-0.141152740848899,0.242236024844721,0.124249479706393,-0.0683229813664596,-0.0976245911978803,0.0554135686980589,0.0212283132770283,0.0923735960100197,0.0372907142291218,-0.113518245566369,0.145474938565174,0.392206751671564,0.0622460115570905,0.0418785908451794,0.252801027983508,0.326536738110833,0.319859309412656,0.166767128593992,0.273564571412041,0.197252346861804,0.212939691489671,-0.0815456948772207,0.139640623087584,0.0622460115570905,0.176727880728582,0.286665524762481,0.0637969946767543
-0.100313972515104,0.387363808618238,0.244464132113173,0.0959562683908144,0.24724901510764,0.317437392646716,0.356086857793962,0.182279880680942,0.407406191725342,0.152238355041457,1,0.423181080485611,0.275033274221991,-0.114083378840591,-0.0376177396931639,-0.201839824102584,0.025078493128776,0.315057188842624,0.512461608981962,0.230515924579312,0.172301574782806,0.0291613670950633,0.280105890508073,0.2535897626167,0.00517329812743494,0.276703827269668,0.332906424791656,0.24068615246903,0.322017599980935,0.487944628104758,0.328102401499288,0.40147097375843,0.381802117435389,0.133025068852178,0.35021009236966,0.00517329812743494,0.309955241585021,0.430337610764111,0.291374448392237
0.15876322406928,0.450416138994157,0.337063163796021,0.206309134857299,0.170367083999984,0.416767497884021,0.57703192511539,0.365426187948503,0.530105510278997,0.323671497584541,0.423181080485611,1,0.190971355266157,0.26984126984127,-0.0680413817439772,0.0317460317460317,0.15876322406928,0.352324959212089,0.606084829607103,0.370960631595793,0.105601031585771,-0.0131864628688206,0.375227606397305,0.419043246293159,0.149715897078492,0.571314305500657,0.45229626731566,0.360673954345004,0.288743890761964,0.294735519096619,0.514932904028443,0.490332507024675,0.563482331514935,0.14497012422617,0.333413153145399,-0.0374289742696231,0.238863699584088,0.442606261612442,0.211063097806557
0.116945593972463,0.536103338914425,0.24503199219538,0.126952768615235,0.291461461612805,0.22988499214,0.412619043163037,0.14093639816738,0.202870866029351,-0.141152740848899,0.275033274221991,0.190971355266157,1,-0.0697197011289144,-0.0996203207913577,0.233409434214192,-0.0996203207913577,0.1772517306316,0.400929435897458,0.30649780467294,0.266103017478451,0.0730288638715402,0.222898451869605,-0.0638039208503289,-0.0339523442268372,0.268704056420763,0.202456740677533,0.465987829045886,0.187071362687864,0.424250191121458,0.23784571739961,0.217491258672877,0.235422351565177,0.0190335345038952,0.217351184702425,-0.123300618507988,0.187889716416467,0.0990984137724179,0.385450828252469
-0.0291605921759902,-0.0463883731189995,0.0423456246764825,0.0463142955802099,-0.0456340403571386,0.0290358777554666,-0.0588525006041452,-0.0643068431306025,0.0323911712079953,0.242236024844721,-0.114083378840591,0.26984126984127,-0.0697197011289144,1,-0.0291605921759902,-0.0204081632653061,-0.0291605921759902,-0.157942977218564,0.0847502092273373,0.126135374143552,-0.109280510038237,-0.0339080473769672,0.0333480756179303,0.196578202411656,-0.0360922251885651,0.117365630645944,-0.0540005742792046,0.118694637063529,0.0616964023650207,0.0283421967314913,-0.0128495271800074,-0.021477490287654,0.00935771856101981,-0.0478919160390027,0.060290272201671,-0.0360922251885651,-0.120011616053171,0.156983501655645,-0.0991220194147135
-0.0416666666666667,-0.0930098885495799,-0.100414795425616,-0.0340912137479453,0.195615199108988,0.104349778360791,0.000849419340041213,0.142517147625923,0.0173560278567196,0.124249479706393,-0.0376177396931639,-0.0680413817439772,-0.0996203207913577,-0.0291605921759902,1,-0.0291605921759902,-0.0416666666666667,-0.0689577247763801,0.0139315073055304,-0.206983956391006,0.0804396391983545,-0.0484501583111509,-0.0158833440048263,-0.031209389196618,0.378187790294891,-0.0780672940974942,-0.0965466186904054,0.065678078714787,-0.13983377854206,0.0967435184013934,-0.0183602912657743,-0.0306885204268613,0.0182155027116472,0.116518116849096,0.0861469019527661,0.378187790294891,0.0947937782818827,0.154212342375312,0.148597909410454
0.699854212223765,0.103251540168096,-0.0027029122133925,0.0463142955802099,0.136902121071416,0.0290358777554666,0.119488410317507,0.066931612237974,0.140361741901313,-0.0683229813664596,-0.201839824102584,0.0317460317460317,0.233409434214192,-0.0204081632653061,-0.0291605921759902,1,-0.0291605921759902,-0.10310166568434,0.122250301805805,-0.021679517430923,0.0562960203227283,-0.0339080473769672,0.166740378089652,-0.0946487641241305,-0.0360922251885651,0.299484712682753,0.0409753101314567,0.147786459873217,-0.204236366449724,0.00209942198011047,0.0789328098200452,0.0416915987936812,0.124633961704017,-0.177329526955226,0.188023899747584,-0.0360922251885651,-0.0454702396226299,-0.0392458754139111,0.307115765071817
-0.0416666666666667,0.200986885601391,0.0926905803928764,-0.184493627341822,-0.0652050663696626,0.198641746759096,0.191968770849314,0.283159069625188,0.152347355631206,-0.0976245911978803,0.025078493128776,0.15876322406928,-0.0996203207913577,-0.0291605921759902,-0.0416666666666667,-0.0291605921759902,1,0.00940332610587001,0.0675142277114167,0.180230928013937,0.317026813311162,-0.0484501583111509,0.174716784053089,-0.0832250378576479,-0.0515710623129397,0.283355363761275,0.107015529150811,0.128030685089585,0.0881560777765161,0.0404972867726763,0.00349719833633796,0.104702010868115,0.0908837316144953,-0.0221939270188754,-0.096367720828518,0.378187790294891,-0.0915984823847406,0.0841158231138066,-0.0255402656799218
-0.029777199335255,0.218027298466244,0.31319484507265,0.399921501823466,0.343360921584148,0.205799262566156,0.344862559968425,0.281710528838476,0.47554132434953,0.0554135686980589,0.315057188842624,0.352324959212089,0.1772517306316,-0.157942977218564,-0.0689577247763801,-0.10310166568434,0.00940332610587001,1,0.545051043302265,0.258558377184896,0.124227602620239,0.21595091063989,0.522149496598524,0.198778411471805,-0.0530200538099821,0.473299164661653,0.483374939177492,0.357296742928843,0.526075387457082,0.425265141306265,0.513865641757225,0.578981625257936,0.538174304090251,0.356314889369296,0.514653675832491,-0.0206907527063345,0.259040110265564,0.397593507075809,0.333259532299632
0.147888308320246,0.379615325298642,0.516163580838966,0.0965013360674689,0.420940835963307,0.325650711198683,0.716291540529479,0.380391992922188,0.58566621247701,0.0212283132770283,0.512461608981962,0.606084829607103,0.400929435897458,0.0847502092273373,0.0139315073055304,0.122250301805805,0.0675142277114168,0.545051043302265,1,0.332668581807341,0.15565308528281,0.0473527050640697,0.520856541923725,0.152244733116853,0.0172431031528004,0.624372531640519,0.445640771576231,0.417985941832653,0.369265048955154,0.525572695432027,0.517711940567222,0.50705542385971,0.580901851501961,0.0942330785434015,0.433107735623225,0.127775815670752,0.246354453041453,0.397350752323451,0.268308938146112
0.145029574886215,0.523346041019793,0.429997997245291,0.259280048314364,0.26882630512646,0.340991210756712,0.501528199302138,0.28972791568693,0.382409370136596,0.0923735960100197,0.230515924579312,0.370960631595793,0.30649780467294,0.126135374143552,-0.206983956391006,-0.021679517430923,0.180230928013937,0.258558377184896,0.332668581807341,1,0.195719096094647,0.168640940712865,0.424032968562002,0.328353372745587,-0.125478455660897,0.580979566456823,0.576817040035336,0.380345646217388,0.389130097428119,0.441936052282032,0.364531975088766,0.372184810671551,0.591777664422169,0.199126596130519,0.388470902520296,0.0197512383910671,0.237843042811093,0.318365730069608,0.389018127325483
-0.0378539478580492,0.340424113307389,0.10979320842668,0.0202682374339901,0.303597109439855,0.555243925576154,0.311860437577717,0.251924675788999,0.180016403542045,0.0372907142291218,0.172301574782806,0.105601031585771,0.266103017478451,-0.109280510038237,0.0804396391983545,0.0562960203227283,0.317026813311162,0.124227602620239,0.15565308528281,0.195719096094647,1,0.0247594018467312,0.362552107289402,-0.0578885309751867,0.0995605834926894,0.21145777782661,0.135751200902701,0.333462097630981,0.261325972514735,0.322096589549467,0.22409092286891,0.0797460287044878,0.253665868339048,-0.140931431092126,0.260658942003748,0.197168998681601,0.0286662317347051,-0.00318411598218693,0.0361231593518188
-0.0484501583111509,-0.0304566686085176,-0.0419148174105483,0.164395188097496,0.0758206989191822,0.121338318751532,0.0874121611807965,0.138462987204515,0.104271884866541,-0.113518245566369,0.0291613670950633,-0.0131864628688206,0.0730288638715402,-0.0339080473769672,-0.0484501583111509,-0.0339080473769672,-0.0484501583111509,0.21595091063989,0.0473527050640697,0.168640940712865,0.0247594018467312,1,0.193926733949165,-0.00604839938948186,-0.0599670272000677,0.0857337825134602,0.062444463224479,0.0401187956716259,0.146692800712582,0.221499283843686,0.0930224573595463,0.0561509692986201,0.145112765009911,0.377430046441336,0.185063423634432,-0.0599670272000677,-0.121992322549195,-0.268978046458222,0.172790213655422
0.142950096043437,0.451546848468236,0.47651383984328,0.444143037551851,0.317164958882108,0.37333961906553,0.611656065379849,0.582591738662606,0.649850231277262,0.145474938565174,0.280105890508073,0.375227606397305,0.222898451869605,0.0333480756179303,-0.0158833440048263,0.166740378089652,0.174716784053089,0.522149496598524,0.520856541923725,0.424032968562002,0.362552107289402,0.193926733949165,1,0.151488812439944,-0.0720826412601464,0.626928674089212,0.574520388615966,0.486785628560641,0.610686135786382,0.660956961471852,0.638903943043823,0.566343666452864,0.715576041425654,0.285536159903634,0.597228546227159,-0.0196589021618581,0.503865696472114,0.342026382020022,0.338988279860667
-0.031209389196618,0.18791341561913,0.357102113173068,0.46514088236402,0.30932156467616,0.238248662138896,0.123641981324178,0.230821205456052,0.221483264899862,0.392206751671564,0.2535897626167,0.419043246293159,-0.0638039208503289,0.196578202411656,-0.031209389196618,-0.0946487641241305,-0.0832250378576479,0.198778411471805,0.152244733116853,0.328353372745587,-0.0578885309751867,-0.00604839938948185,0.151488812439944,1,-0.0815480686537169,0.293093813747054,0.37784312856121,0.243274291461954,0.225416637348486,0.189490715749192,0.274391595877012,0.283499913449602,0.420299027788993,0.17501181694971,0.255917521107931,0.090132075880424,0.195989394418451,0.399030926095205,0.114202130969143
-0.0515710623129397,-0.10409214040588,-0.00478015169726357,-0.0835624145696105,0.0807046689808617,0.155088891347813,0.141228795673423,0.157052781292464,0.0731967369400608,0.0622460115570905,0.00517329812743494,0.149715897078492,-0.0339523442268371,-0.0360922251885651,0.378187790294891,-0.0360922251885651,-0.0515710623129397,-0.0530200538099821,0.0172431031528004,-0.125478455660897,0.0995605834926894,-0.0599670272000677,-0.0720826412601464,-0.0815480686537169,1,0.0644162126160714,-0.0795042187703615,0.0898650260231436,-0.0790116034641256,-0.073638543365743,0.17566502325757,-0.093841218589376,0.0765105475669374,-0.0846977651011853,0.0915645371929852,0.290780141843972,-0.0584436770880878,0.0462713851232676,0.112076523669519
0.196613925875171,0.493787155375585,0.505097842332441,0.326466147335636,0.452478497149074,0.343388014304446,0.711570566908623,0.483034444727868,0.746721458892441,0.0418785908451793,0.276703827269668,0.571314305500657,0.268704056420763,0.117365630645944,-0.0780672940974942,0.299484712682753,0.283355363761275,0.473299164661653,0.624372531640519,0.580979566456823,0.21145777782661,0.0857337825134602,0.626928674089212,0.293093813747054,0.0644162126160714,1,0.698810978774738,0.501221584206962,0.44889264447985,0.55673864126388,0.670893310329361,0.623338576413792,0.806935950066106,0.35114428509287,0.592531741489968,0.0644162126160714,0.330971440618821,0.461127894578657,0.381532051342305
0.0682417867048648,0.394081098080125,0.415138399454215,0.442590674277555,0.374382438095007,0.3435753398114,0.602705646524337,0.426641986529638,0.72600520208717,0.252801027983508,0.332906424791656,0.45229626731566,0.202456740677533,-0.0540005742792046,-0.0965466186904054,0.0409753101314567,0.107015529150811,0.483374939177492,0.445640771576231,0.576817040035336,0.135751200902702,0.062444463224479,0.574520388615966,0.37784312856121,-0.0795042187703615,0.698810978774738,1,0.555060093692178,0.47159031330009,0.583051332419319,0.686032962326322,0.639896548480737,0.801161390086943,0.425744356177904,0.520275437988583,-0.0475105693657895,0.50559483338039,0.382767910236063,0.41940113166371
0.25273589783918,0.52257074368591,0.520463174611245,0.490876114004007,0.442348795064527,0.372967149435761,0.539736298148107,0.398331435613796,0.585788976287762,0.326536738110833,0.24068615246903,0.360673954345004,0.465987829045886,0.118694637063529,0.065678078714787,0.147786459873217,0.128030685089585,0.357296742928843,0.417985941832653,0.380345646217388,0.333462097630981,0.0401187956716259,0.486785628560641,0.243274291461954,0.0898650260231436,0.501221584206962,0.555060093692178,1,0.516104178722077,0.706043587669465,0.55446407710499,0.564345650533558,0.628978852371939,0.269315504731668,0.471641775386757,0.107014840149698,0.356901658549823,0.435251855895326,0.50005725148514
-0.13983377854206,0.452223977607999,0.470738447442475,0.309873902254795,0.309214749227542,0.297458162247968,0.394816462800629,0.392782585992382,0.483140698772577,0.319859309412656,0.322017599980935,0.288743890761964,0.187071362687864,0.0616964023650207,-0.13983377854206,-0.204236366449724,0.0881560777765161,0.526075387457082,0.369265048955154,0.389130097428119,0.261325972514735,0.146692800712582,0.610686135786382,0.225416637348486,-0.0790116034641256,0.44889264447985,0.47159031330009,0.516104178722077,1,0.579091915567536,0.633650717035367,0.362904996518722,0.547114914350021,0.326942835535152,0.562081249447017,-0.0163039816672005,0.374465883511903,0.415257978500759,0.214961087619808
0.0404972867726763,0.510840227516277,0.57607970638452,0.385052509918701,0.483528376881374,0.402064189281952,0.60842209409825,0.416699722614509,0.653723059329123,0.166767128593992,0.487944628104758,0.294735519096619,0.424250191121458,0.0283421967314913,0.0967435184013934,0.00209942198011047,0.0404972867726763,0.425265141306265,0.525572695432027,0.441936052282032,0.322096589549467,0.221499283843686,0.660956961471852,0.189490715749192,-0.073638543365743,0.55673864126388,0.583051332419319,0.706043587669465,0.579091915567536,1,0.566256394298993,0.597617091102198,0.707766709949223,0.381088582688385,0.650149453875764,-0.104579107805131,0.422594303669708,0.344683550096114,0.570187701327653
0.0690696671426748,0.3891623330376,0.458871732898731,0.367896396661666,0.381730673078596,0.435095519496205,0.552903644005007,0.467102667990842,0.715582726903648,0.273564571412041,0.328102401499288,0.514932904028443,0.23784571739961,-0.0128495271800074,-0.0183602912657743,0.0789328098200452,0.00349719833633796,0.513865641757225,0.517711940567222,0.364531975088766,0.22409092286891,0.0930224573595463,0.638903943043823,0.274391595877012,0.17566502325757,0.670893310329361,0.686032962326322,0.55446407710499,0.633650717035367,0.566256394298993,1,0.455229861227429,0.788425006932155,0.487936533654732,0.65071861481806,-0.0227246333988232,0.44629051564699,0.304759826452822,0.429658671817223
0.172397276515603,0.452571452065445,0.432202263311852,0.533110411230827,0.511326365690631,0.169453959259297,0.607843230855783,0.409632722175543,0.704576575114274,0.197252346861804,0.40147097375843,0.490332507024675,0.217491258672877,-0.021477490287654,-0.0306885204268613,0.0416915987936812,0.104702010868115,0.578981625257936,0.50705542385971,0.372184810671551,0.0797460287044879,0.0561509692986201,0.566343666452864,0.283499913449602,-0.093841218589376,0.623338576413792,0.639896548480737,0.564345650533558,0.362904996518722,0.597617091102198,0.455229861227429,1,0.588724441552382,0.314186861982718,0.398724782756459,-0.186937665602646,0.357072844508826,0.502308155032519,0.275425686191293
0.105417377395065,0.534384677638529,0.575416982856652,0.50384481021848,0.433349320190411,0.486025658217369,0.690068755297024,0.50610209304679,0.805699541209708,0.212939691489671,0.381802117435389,0.563482331514935,0.235422351565177,0.00935771856101981,0.0182155027116472,0.124633961704017,0.0908837316144953,0.538174304090251,0.580901851501961,0.591777664422168,0.253665868339048,0.145112765009911,0.715576041425654,0.420299027788993,0.0765105475669374,0.806935950066106,0.801161390086942,0.628978852371939,0.547114914350021,0.707766709949223,0.788425006932155,0.588724441552382,1,0.472251703096328,0.749037331904546,0.0285415522271647,0.610814238665447,0.475702926865719,0.567550314481823
-0.0684312749748659,-0.00208798174377326,0.170802085610771,0.402431714198654,0.176553091080845,0.0848802796803788,0.184258967522827,0.140421226248372,0.434675012080891,-0.0815456948772207,0.133025068852178,0.14497012422617,0.0190335345038952,-0.0478919160390027,0.116518116849096,-0.177329526955226,-0.0221939270188754,0.356314889369296,0.0942330785434015,0.199126596130519,-0.140931431092126,0.377430046441336,0.285536159903634,0.17501181694971,-0.0846977651011853,0.35114428509287,0.425744356177904,0.269315504731668,0.326942835535152,0.381088582688385,0.487936533654732,0.314186861982718,0.472251703096328,1,0.395868394541504,-0.122849911543161,0.389707959598454,0.144370540640782,0.344534924267423
0.104398364230894,0.464847553963875,0.331670997849719,0.400770556619492,0.351885163420931,0.468235004995957,0.349483057825426,0.301689167109666,0.58414609951903,0.139640623087584,0.35021009236966,0.333413153145399,0.217351184702425,0.060290272201671,0.0861469019527661,0.188023899747584,-0.096367720828518,0.514653675832491,0.433107735623225,0.388470902520296,0.260658942003748,0.185063423634432,0.597228546227159,0.255917521107931,0.0915645371929852,0.592531741489968,0.520275437988583,0.471641775386757,0.562081249447017,0.650149453875764,0.65071861481806,0.398724782756459,0.749037331904546,0.395868394541504,1,-0.0590350305586352,0.411460287754525,0.415619299066188,0.520647430662874
-0.0515710623129397,0.0502817966367389,-0.00478015169726357,-0.207665010465072,0.0807046689808617,0.284761877424579,0.0536178802432598,0.273101634464236,-0.133663606586198,0.0622460115570905,0.00517329812743494,-0.0374289742696231,-0.123300618507988,-0.0360922251885651,0.378187790294891,-0.0360922251885651,0.378187790294891,-0.0206907527063345,0.127775815670752,0.0197512383910671,0.197168998681601,-0.0599670272000677,-0.0196589021618581,0.090132075880424,0.290780141843972,0.0644162126160714,-0.0475105693657895,0.107014840149698,-0.0163039816672005,-0.104579107805131,-0.0227246333988233,-0.186937665602646,0.0285415522271647,-0.122849911543161,-0.0590350305586352,1,0.0953554731437222,0.161949847931436,-0.0316113271888388
-0.0915984823847406,0.426811741828267,0.249016375660079,0.423576993832477,0.235018214617477,0.284836248155987,0.384561937177291,0.443927942845457,0.434492159569342,0.176727880728582,0.309955241585021,0.238863699584088,0.187889716416467,-0.120011616053171,0.0947937782818827,-0.0454702396226299,-0.0915984823847406,0.259040110265564,0.246354453041453,0.237843042811093,0.0286662317347051,-0.121992322549195,0.503865696472114,0.195989394418451,-0.0584436770880878,0.330971440618821,0.50559483338039,0.356901658549823,0.374465883511903,0.422594303669708,0.44629051564699,0.357072844508826,0.610814238665447,0.389707959598454,0.411460287754525,0.0953554731437222,1,0.428606444797884,0.313318079787376
0.0140193038523011,0.403590020216369,0.25469365251168,0.251000260704201,0.333474491995573,0.089678222153975,0.372681149884338,0.31799607257446,0.446410044256907,0.286665524762481,0.430337610764111,0.442606261612442,0.099098413772418,0.156983501655645,0.154212342375312,-0.0392458754139112,0.0841158231138066,0.397593507075809,0.397350752323451,0.318365730069608,-0.00318411598218693,-0.268978046458222,0.342026382020022,0.399030926095205,0.0462713851232676,0.461127894578657,0.382767910236063,0.435251855895326,0.415257978500759,0.344683550096114,0.304759826452822,0.502308155032519,0.475702926865719,0.144370540640782,0.415619299066188,0.161949847931436,0.428606444797884,1,0.301548880546111
0.32273608450083,0.322769759965063,0.263061918019309,0.314345495699683,0.279779592751364,0.326680206352378,0.369719834562916,0.215365179998881,0.516243735944825,0.0637969946767543,0.291374448392237,0.211063097806557,0.385450828252469,-0.0991220194147135,0.148597909410454,0.307115765071817,-0.0255402656799218,0.333259532299632,0.268308938146112,0.389018127325483,0.0361231593518188,0.172790213655422,0.338988279860667,0.114202130969143,0.112076523669519,0.381532051342305,0.41940113166371,0.50005725148514,0.214961087619808,0.570187701327653,0.429658671817223,0.275425686191293,0.567550314481823,0.344534924267423,0.520647430662874,-0.0316113271888388,0.313318079787376,0.301548880546111,1
